public_food_key,food_name,classification,is_liquid,nutrient_profile
F000098,"Apple, green skin, unpeeled, raw",recipe,False,"{""Classification"": 16101.0, ""Energy with dietary fibre, equated  (kJ)"": 202.0, ""Energy, without dietary fibre, equated  (kJ)"": 183.0, ""Moisture (water)  (g)"": 85.05, ""Protein  (g)"": 0.3, ""Nitrogen  (g)"": 0.05, ""Fat, total  (g)"": 0.0, ""Ash  (g)"": 0.2, ""Total dietary fibre  (g)"": 2.4, ""Alcohol  (g)"": 0.0, ""Fructose  (g)"": 6.05, ""Glucose  (g)"": 2.6, ""Sucrose (g)"": 1.7500000000000002, ""Maltose  (g)"": 0.0, ""Lactose  (g)"": 0.0, ""Total sugars (g)"": 10.4, ""Added sugars (g)"": 0.0, ""Free sugars  (g)"": 0.0, ""Starch  (g)"": 0.1, ""Sorbitol  (g)"": 0.3, ""Available carbohydrate, without sugar alcohols  (g)"": 10.5, ""Available carbohydrate, with sugar alcohols  (g)"": 10.8, ""Citric acid  (g)"": 0.0, ""Lactic acid  (g)"": 0.0, ""Malic acid  (g)"": 0.5, ""Oxalic acid  (g)"": 0.0, ""Quinic acid  (g)"": 0.0, ""Calcium (Ca)  (mg)"": 4.5, ""Chloride (Cl)  (mg)"": 7.5, ""Copper (Cu)  (mg)"": 0.023999999999999997, ""Fluoride (F)  (ug)"": 22.5, ""Iodine (I)  (ug)"": 0.0, ""Iron (Fe)  (mg)"": 0.16, ""Magnesium (Mg)  (mg)"": 4.0, ""Manganese (Mn)  (mg)"": 0.0235, ""Phosphorus (P)  (mg)"": 8.5, ""Potassium (K)  (mg)"": 99.0, ""Selenium (Se)  (ug)"": 0.0, ""Sodium (Na)  (mg)"": 1.5, ""Zinc (Zn)  (mg)"": 0.07, ""Retinol (preformed vitamin A)  (ug)"": 0.0, ""Alpha-carotene  (ug)"": 0.0, ""Beta-carotene  (ug)"": 5.0, ""Cryptoxanthin  (ug)"": 10.0, ""Beta-carotene equivalents (provitamin A)  (ug)"": 10.0, ""Vitamin A retinol equivalents  (ug)"": 1.5, ""Thiamin (B1)  (mg)"": 0.025, ""Riboflavin (B2)  (mg)"": 0.01, ""Niacin (B3)  (mg)"": 0.1, ""Niacin derived from tryptophan  (mg)"": 0.04, ""Niacin derived equivalents  (mg)"": 0.14, ""Pyridoxine (B6)  (mg)"": 0.05, ""Cobalamin (B12)  (ug)"": 0.0, ""Folate, natural  (ug)"": 59.0, ""Folic acid  (ug)"": 0.0, ""Total folates  (ug)"": 59.0, ""Dietary folate equivalents  (ug)"": 59.0, ""Vitamin C  (mg)"": 5.0, ""Cholecalciferol (D3)  (ug)"": 0.0, ""Ergocalciferol (D2)  (ug)"": 0.0, ""25-hydroxy cholecalciferol (25-OH D3)  (ug)"": 0.0, ""25-hydroxy ergocalciferol (25-OH D2)  (ug)"": 0.0, ""Vitamin D3 equivalents  (ug)"": 0.0, ""Alpha tocopherol  (mg)"": 0.7500000000000001, ""Beta tocopherol  (mg)"": 0.0, ""Delta tocopherol  (mg)"": 0.0, ""Gamma tocopherol  (mg)"": 0.0, ""Vitamin E  (mg)"": 0.7600000000000001, ""C16 (%T)"": 0.0, ""Total saturated fatty acids, equated (%T)"": 0.0, ""C18:1 (%T)"": 0.0, ""Total monounsaturated fatty acids, equated (%T)"": 0.0, ""C18:2w6 (%T)"": 0.0, ""C18:3w3 (%T)"": 0.0, ""C20:5w3 (%T)"": 0.0, ""C22:5w3 (%T)"": 0.0, ""C22:6w3 (%T)"": 0.0, ""Total polyunsaturated fatty acids, equated (%T)"": 0.0, ""Total long chain omega 3 fatty acids, equated  (%T)"": 0.0, ""Total trans fatty acids, imputed  (%T)"": 0.0, ""C16 (g)"": 0.0, ""Total saturated fatty acids, equated  (g)"": 0.0, ""C18:1 (g)"": 0.0, ""Total monounsaturated fatty acids, equated  (g)"": 0.0, ""C18:2w6 (g)"": 0.0, ""C18:3w3 (g)"": 0.0, ""C20:5w3 (mg)"": 0.0, ""C22:5w3 (mg)"": 0.0, ""C22:6w3 (mg)"": 0.0, ""Total polyunsaturated fatty acids, equated  (g)"": 0.0, ""Total long chain omega 3 fatty acids, equated  (mg)"": 0.0, ""Total trans fatty acids, imputed  (mg)"": 0.0, ""Caffeine  (mg)"": 0.0, ""Cholesterol  (mg)"": 0.0, ""Tryptophan  (mg/gN)"": 46.0, ""Tryptophan  (mg)"": 2.0, ""Pantothenic acid (B5)  (mg)"": 0.0, ""Biotin (B7)  (ug)"": 0.45000000000000007, ""Alanine  (mg/gN)"": 98.5, ""Arginine  (mg/gN)"": 88.5, ""Aspartic acid  (mg/gN)"": 862.0000000000001, ""Cystine plus cysteine  (mg/gN)"": 25.5, ""Glutamic acid  (mg/gN)"": 237.0, ""Glycine  (mg/gN)"": 85.5, ""Histidine  (mg/gN)"": 47.0, ""Isoleucine  (mg/gN)"": 83.0, ""Leucine  (mg/gN)"": 130.0, ""Lysine  (mg/gN)"": 118.5, ""Methionine  (mg/gN)"": 37.0, ""Phenylalanine  (mg/gN)"": 78.0, ""Proline  (mg/gN)"": 74.0, ""Serine  (mg/gN)"": 110.00000000000001, ""Threonine  (mg/gN)"": 91.5, ""Tyrosine  (mg/gN)"": 53.0, ""Valine  (mg/gN)"": 101.50000000000001, ""Alanine  (mg)"": 4.5, ""Arginine  (mg)"": 4.0, ""Aspartic acid  (mg)"": 41.5, ""Cystine plus cysteine  (mg)"": 1.0, ""Glutamic acid  (mg)"": 11.5, ""Glycine  (mg)"": 4.0, ""Histidine  (mg)"": 2.0, ""Isoleucine  (mg)"": 4.0, ""Leucine  (mg)"": 6.0, ""Lysine  (mg)"": 5.5, ""Methionine  (mg)"": 2.0, ""Phenylalanine  (mg)"": 3.5000000000000004, ""Proline  (mg)"": 3.5000000000000004, ""Serine  (mg)"": 5.0, ""Threonine  (mg)"": 4.5, ""Tyrosine  (mg)"": 2.5, ""Valine  (mg)"": 5.0}"
F000110,"Apple, red skin, unpeeled, raw",recipe,False,"{""Classification"": 16101.0, ""Energy with dietary fibre, equated  (kJ)"": 239.55, ""Energy, without dietary fibre, equated  (kJ)"": 217.79999999999998, ""Moisture (water)  (g)"": 84.49749999999999, ""Protein  (g)"": 0.255, ""Nitrogen  (g)"": 0.0395, ""Fat, total  (g)"": 0.0375, ""Ash  (g)"": 0.335, ""Total dietary fibre  (g)"": 2.7224999999999997, ""Alcohol  (g)"": 0.0, ""Fructose  (g)"": 6.550000000000001, ""Glucose  (g)"": 2.0075000000000003, ""Sucrose (g)"": 3.46, ""Maltose  (g)"": 0.0, ""Lactose  (g)"": 0.0, ""Total sugars (g)"": 12.077499999999999, ""Added sugars (g)"": 0.0, ""Free sugars  (g)"": 0.0, ""Starch  (g)"": 0.3225, ""Sorbitol  (g)"": 0.39249999999999996, ""Available carbohydrate, without sugar alcohols  (g)"": 12.34, ""Available carbohydrate, with sugar alcohols  (g)"": 12.7325, ""Acetic acid  (g)"": 0.0, ""Citric acid  (g)"": 0.0, ""Lactic acid  (g)"": 0.0, ""Malic acid  (g)"": 0.83, ""Oxalic acid  (g)"": 0.0, ""Quinic acid  (g)"": 0.0, ""Calcium (Ca)  (mg)"": 4.5, ""Chloride (Cl)  (mg)"": 0.0, ""Copper (Cu)  (mg)"": 0.03225, ""Fluoride (F)  (ug)"": 0.0, ""Iodine (I)  (ug)"": 0.0, ""Iron (Fe)  (mg)"": 0.034, ""Magnesium (Mg)  (mg)"": 4.925000000000001, ""Manganese (Mn)  (mg)"": 0.044550000000000006, ""Phosphorus (P)  (mg)"": 9.475, ""Potassium (K)  (mg)"": 112.75, ""Selenium (Se)  (ug)"": 0.075, ""Sodium (Na)  (mg)"": 1.075, ""Zinc (Zn)  (mg)"": 0.0325, ""Retinol (preformed vitamin A)  (ug)"": 0.0, ""Alpha-carotene  (ug)"": 0.0, ""Beta-carotene  (ug)"": 20.650000000000002, ""Cryptoxanthin  (ug)"": 2.0, ""Beta-carotene equivalents (provitamin A)  (ug)"": 21.725, ""Vitamin A retinol equivalents  (ug)"": 3.325, ""Thiamin (B1)  (mg)"": 0.00875, ""Riboflavin (B2)  (mg)"": 0.0065, ""Niacin (B3)  (mg)"": 0.060000000000000005, ""Niacin derived from tryptophan  (mg)"": 0.0385, ""Niacin derived equivalents  (mg)"": 0.0985, ""Pyridoxine (B6)  (mg)"": 0.02725, ""Cobalamin (B12)  (ug)"": 0.0, ""Folate, natural  (ug)"": 59.0, ""Folic acid  (ug)"": 0.0, ""Total folates  (ug)"": 59.0, ""Dietary folate equivalents  (ug)"": 59.0, ""Vitamin C  (mg)"": 6.975, ""Cholecalciferol (D3)  (ug)"": 0.0, ""Ergocalciferol (D2)  (ug)"": 0.0, ""25-hydroxy cholecalciferol (25-OH D3)  (ug)"": 0.0, ""25-hydroxy ergocalciferol (25-OH D2)  (ug)"": 0.0, ""Vitamin D3 equivalents  (ug)"": 0.0, ""Alpha tocopherol  (mg)"": 0.07250000000000001, ""Beta tocopherol  (mg)"": 0.0, ""Delta tocopherol  (mg)"": 0.0, ""Gamma tocopherol  (mg)"": 0.0, ""Vitamin E  (mg)"": 0.07749999999999999, ""Total saturated fatty acids, equated (%T)"": 0.0, ""Total monounsaturated fatty acids, equated (%T)"": 0.0, ""C18:2w6 (%T)"": 0.0, ""C18:3w3 (%T)"": 0.0, ""C20:5w3 (%T)"": 0.0, ""C22:5w3 (%T)"": 0.0, ""C22:6w3 (%T)"": 0.0, ""Total polyunsaturated fatty acids, equated (%T)"": 0.0, ""Total long chain omega 3 fatty acids, equated  (%T)"": 0.0, ""Total trans fatty acids, imputed  (%T)"": 0.0, ""Total saturated fatty acids, equated  (g)"": 0.0, ""Total monounsaturated fatty acids, equated  (g)"": 0.0, ""C18:2w6 (g)"": 0.0, ""C18:3w3 (g)"": 0.0, ""C20:5w3 (mg)"": 0.0, ""C22:5w3 (mg)"": 0.0, ""C22:6w3 (mg)"": 0.0, ""Total polyunsaturated fatty acids, equated  (g)"": 0.0, ""Total long chain omega 3 fatty acids, equated  (mg)"": 0.0, ""Total trans fatty acids, imputed  (mg)"": 0.0, ""Caffeine  (mg)"": 0.0, ""Cholesterol  (mg)"": 0.0, ""Tryptophan  (mg/gN)"": 56.8, ""Tryptophan  (mg)"": 2.3, ""C16 (%T)"": 0.0, ""C18:1 (%T)"": 0.0, ""C16 (g)"": 0.0, ""C18:1 (g)"": 0.0, ""Aluminium (Al)  (ug)"": 0.0, ""Cadmium (Cd)  (ug)"": 0.0, ""Chromium (Cr)  (ug)"": 2.1, ""Lead (Pb)  (ug)"": 0.0, ""Molybdenum (Mo)  (ug)"": 0.15, ""Pantothenic acid (B5)  (mg)"": 0.0, ""Alanine  (mg/gN)"": 19.700000000000003, ""Arginine  (mg/gN)"": 17.7, ""Aspartic acid  (mg/gN)"": 172.4, ""Cystine plus cysteine  (mg/gN)"": 5.1000000000000005, ""Glutamic acid  (mg/gN)"": 47.400000000000006, ""Glycine  (mg/gN)"": 17.1, ""Histidine  (mg/gN)"": 9.4, ""Isoleucine  (mg/gN)"": 16.6, ""Leucine  (mg/gN)"": 26.0, ""Lysine  (mg/gN)"": 23.700000000000003, ""Methionine  (mg/gN)"": 7.400000000000001, ""Phenylalanine  (mg/gN)"": 15.600000000000003, ""Proline  (mg/gN)"": 14.800000000000002, ""Serine  (mg/gN)"": 22.0, ""Threonine  (mg/gN)"": 18.3, ""Tyrosine  (mg/gN)"": 10.600000000000001, ""Valine  (mg/gN)"": 20.3, ""Alanine  (mg)"": 0.9000000000000001, ""Arginine  (mg)"": 0.8, ""Aspartic acid  (mg)"": 8.3, ""Cystine plus cysteine  (mg)"": 0.2, ""Glutamic acid  (mg)"": 2.3000000000000003, ""Glycine  (mg)"": 0.8, ""Histidine  (mg)"": 0.4, ""Isoleucine  (mg)"": 0.8, ""Leucine  (mg)"": 1.2000000000000002, ""Lysine  (mg)"": 1.1, ""Methionine  (mg)"": 0.4, ""Phenylalanine  (mg)"": 0.7000000000000001, ""Proline  (mg)"": 0.7000000000000001, ""Serine  (mg)"": 1.0, ""Threonine  (mg)"": 0.9000000000000001, ""Tyrosine  (mg)"": 0.5, ""Valine  (mg)"": 1.0, ""Galactose  (g)"": 0.0, ""Propionic acid  (g)"": 0.0}"
F000122,"Apricot, canned in pear juice",recipe,False,"{""Classification"": 16404.0, ""Energy with dietary fibre, equated  (kJ)"": 192.31, ""Energy, without dietary fibre, equated  (kJ)"": 177.56, ""Moisture (water)  (g)"": 85.72, ""Protein  (g)"": 0.7949999999999999, ""Nitrogen  (g)"": 0.12719999999999998, ""Fat, total  (g)"": 0.0, ""Ash  (g)"": 0.441, ""Total dietary fibre  (g)"": 1.8290000000000002, ""Alcohol  (g)"": 0.0, ""Fructose  (g)"": 3.451, ""Glucose  (g)"": 2.318, ""Sucrose (g)"": 2.4, ""Maltose  (g)"": 0.0, ""Lactose  (g)"": 0.0, ""Total sugars (g)"": 8.168999999999999, ""Added sugars (g)"": 0.0, ""Free sugars  (g)"": 3.5669999999999993, ""Starch  (g)"": 0.0, ""Sorbitol  (g)"": 1.387, ""Available carbohydrate, without sugar alcohols  (g)"": 8.168999999999999, ""Available carbohydrate, with sugar alcohols  (g)"": 9.556000000000001, ""Citric acid  (g)"": 0.259, ""Lactic acid  (g)"": 0.0, ""Malic acid  (g)"": 0.8, ""Oxalic acid  (g)"": 0.0, ""Quinic acid  (g)"": 0.05899999999999999, ""Calcium (Ca)  (mg)"": 11.719999999999999, ""Iodine (I)  (ug)"": 0.4719999999999999, ""Iron (Fe)  (mg)"": 0.45899999999999996, ""Magnesium (Mg)  (mg)"": 9.59, ""Phosphorus (P)  (mg)"": 16.72, ""Potassium (K)  (mg)"": 189.2, ""Selenium (Se)  (ug)"": 0.05899999999999999, ""Sodium (Na)  (mg)"": 3.82, ""Zinc (Zn)  (mg)"": 0.259, ""Retinol (preformed vitamin A)  (ug)"": 0.0, ""Alpha-carotene  (ug)"": 11.799999999999999, ""Beta-carotene  (ug)"": 477.9, ""Cryptoxanthin  (ug)"": 188.79999999999998, ""Beta-carotene equivalents (provitamin A)  (ug)"": 578.1999999999999, ""Vitamin A retinol equivalents  (ug)"": 96.17, ""Thiamin (B1)  (mg)"": 0.025899999999999996, ""Riboflavin (B2)  (mg)"": 0.031799999999999995, ""Niacin (B3)  (mg)"": 0.6, ""Niacin derived from tryptophan  (mg)"": 0.0944, ""Niacin derived equivalents  (mg)"": 0.6943999999999999, ""Pyridoxine (B6)  (mg)"": 0.029499999999999995, ""Cobalamin (B12)  (ug)"": 0.0, ""Folate, natural  (ug)"": 19.22, ""Folic acid  (ug)"": 0.0, ""Total folates  (ug)"": 19.22, ""Dietary folate equivalents  (ug)"": 19.22, ""Vitamin C  (mg)"": 5.0, ""Cholecalciferol (D3)  (ug)"": 0.0, ""Ergocalciferol (D2)  (ug)"": 0.0, ""25-hydroxy cholecalciferol (25-OH D3)  (ug)"": 0.0, ""25-hydroxy ergocalciferol (25-OH D2)  (ug)"": 0.0, ""Vitamin D3 equivalents  (ug)"": 0.0, ""Alpha tocopherol  (mg)"": 0.354, ""Vitamin E  (mg)"": 0.36219999999999997, ""C16 (%T)"": 0.0, ""Total saturated fatty acids, equated (%T)"": 0.0, ""C18:1 (%T)"": 0.0, ""Total monounsaturated fatty acids, equated (%T)"": 0.0, ""C18:2w6 (%T)"": 0.0, ""C18:3w3 (%T)"": 0.0, ""C20:5w3 (%T)"": 0.0, ""C22:5w3 (%T)"": 0.0, ""C22:6w3 (%T)"": 0.0, ""Total polyunsaturated fatty acids, equated (%T)"": 0.0, ""Total long chain omega 3 fatty acids, equated  (%T)"": 0.0, ""Total trans fatty acids, imputed  (%T)"": 0.0, ""C16 (g)"": 0.0, ""Total saturated fatty acids, equated  (g)"": 0.0, ""C18:1 (g)"": 0.0, ""Total monounsaturated fatty acids, equated  (g)"": 0.0, ""C18:2w6 (g)"": 0.0, ""C18:3w3 (g)"": 0.0, ""C20:5w3 (mg)"": 0.0, ""C22:5w3 (mg)"": 0.0, ""C22:6w3 (mg)"": 0.0, ""Total polyunsaturated fatty acids, equated  (g)"": 0.0, ""Total long chain omega 3 fatty acids, equated  (mg)"": 0.0, ""Total trans fatty acids, imputed  (mg)"": 0.0, ""Caffeine  (mg)"": 0.0, ""Cholesterol  (mg)"": 0.0, ""Tryptophan  (mg/gN)"": 35.4, ""Tryptophan  (mg)"": 5.8999999999999995}"
F000142,"Artichoke, globe, boiled, drained",recipe,False,"{""Classification"": 28708.235294117647, ""Energy with dietary fibre, equated  (kJ)"": 170.58823529411765, ""Energy, without dietary fibre, equated  (kJ)"": 94.11764705882352, ""Moisture (water)  (g)"": 100.23529411764707, ""Protein  (g)"": 3.294117647058823, ""Nitrogen  (g)"": 0.5294117647058824, ""Fat, total  (g)"": 0.23529411764705885, ""Ash  (g)"": 1.1764705882352942, ""Total dietary fibre  (g)"": 9.529411764705882, ""Alcohol  (g)"": 0.0, ""Fructose  (g)"": 0.3529411764705882, ""Glucose  (g)"": 0.4705882352941177, ""Sucrose (g)"": 0.23529411764705885, ""Maltose  (g)"": 0.0, ""Lactose  (g)"": 0.0, ""Total sugars (g)"": 1.0588235294117647, ""Added sugars (g)"": 0.0, ""Free sugars  (g)"": 0.0, ""Starch  (g)"": 0.4705882352941177, ""Available carbohydrate, without sugar alcohols  (g)"": 1.5294117647058825, ""Available carbohydrate, with sugar alcohols  (g)"": 1.5294117647058825, ""Citric acid  (g)"": 0.11764705882352942, ""Lactic acid  (g)"": 0.0, ""Malic acid  (g)"": 0.23529411764705885, ""Oxalic acid  (g)"": 0.0, ""Quinic acid  (g)"": 0.0, ""Calcium (Ca)  (mg)"": 35.294117647058826, ""Iodine (I)  (ug)"": 0.0, ""Iron (Fe)  (mg)"": 0.5882352941176471, ""Magnesium (Mg)  (mg)"": 21.176470588235293, ""Phosphorus (P)  (mg)"": 105.88235294117648, ""Potassium (K)  (mg)"": 423.5294117647059, ""Selenium (Se)  (ug)"": 0.23529411764705885, ""Sodium (Na)  (mg)"": 7.0588235294117645, ""Zinc (Zn)  (mg)"": 0.7058823529411764, ""Retinol (preformed vitamin A)  (ug)"": 0.0, ""Alpha-carotene  (ug)"": 23.52941176470588, ""Beta-carotene  (ug)"": 47.05882352941176, ""Cryptoxanthin  (ug)"": 94.11764705882352, ""Beta-carotene equivalents (provitamin A)  (ug)"": 105.88235294117648, ""Vitamin A retinol equivalents  (ug)"": 17.647058823529413, ""Thiamin (B1)  (mg)"": 0.07058823529411765, ""Riboflavin (B2)  (mg)"": 0.09411764705882353, ""Niacin (B3)  (mg)"": 0.7058823529411764, ""Niacin derived from tryptophan  (mg)"": 0.6, ""Niacin derived equivalents  (mg)"": 1.3058823529411765, ""Pyridoxine (B6)  (mg)"": 0.1411764705882353, ""Cobalamin (B12)  (ug)"": 0.0, ""Folate, natural  (ug)"": 80.0, ""Folic acid  (ug)"": 0.0, ""Total folates  (ug)"": 80.0, ""Dietary folate equivalents  (ug)"": 80.0, ""Vitamin C  (mg)"": 18.823529411764707, ""Cholecalciferol (D3)  (ug)"": 0.0, ""Ergocalciferol (D2)  (ug)"": 0.0, ""25-hydroxy cholecalciferol (25-OH D3)  (ug)"": 0.0, ""25-hydroxy ergocalciferol (25-OH D2)  (ug)"": 0.0, ""Vitamin D3 equivalents  (ug)"": 0.0, ""Alpha tocopherol  (mg)"": 0.23529411764705885, ""Vitamin E  (mg)"": 0.2235294117647059, ""C16 (%T)"": 0.0, ""Total saturated fatty acids, equated (%T)"": 0.0, ""C18:1 (%T)"": 0.0, ""Total monounsaturated fatty acids, equated (%T)"": 0.0, ""C18:2w6 (%T)"": 0.0, ""C18:3w3 (%T)"": 0.0, ""C20:5w3 (%T)"": 0.0, ""C22:5w3 (%T)"": 0.0, ""C22:6w3 (%T)"": 0.0, ""Total polyunsaturated fatty acids, equated (%T)"": 0.0, ""Total long chain omega 3 fatty acids, equated  (%T)"": 0.0, ""Total trans fatty acids, imputed  (%T)"": 0.0, ""C16 (g)"": 0.0, ""Total saturated fatty acids, equated  (g)"": 0.0, ""C18:1 (g)"": 0.0, ""Total monounsaturated fatty acids, equated  (g)"": 0.0, ""C18:2w6 (g)"": 0.0, ""C18:3w3 (g)"": 0.0, ""C20:5w3 (mg)"": 0.0, ""C22:5w3 (mg)"": 0.0, ""C22:6w3 (mg)"": 0.0, ""Total polyunsaturated fatty acids, equated  (g)"": 0.0, ""Total long chain omega 3 fatty acids, equated  (mg)"": 0.0, ""Total trans fatty acids, imputed  (mg)"": 0.0, ""Caffeine  (mg)"": 0.0, ""Cholesterol  (mg)"": 0.0, ""Tryptophan  (mg/gN)"": 78.82352941176471, ""Tryptophan  (mg)"": 35.294117647058826}"
F000145,"Artichoke, jerusalem, peeled, boiled, drained",recipe,False,"{""Classification"": 26131.182795698925, ""Energy with dietary fibre, equated  (kJ)"": 263.44086021505376, ""Energy, without dietary fibre, equated  (kJ)"": 237.63440860215056, ""Moisture (water)  (g)"": 85.6989247311828, ""Protein  (g)"": 2.2580645161290325, ""Nitrogen  (g)"": 0.36559139784946243, ""Fat, total  (g)"": 0.10752688172043011, ""Ash  (g)"": 1.3978494623655915, ""Total dietary fibre  (g)"": 3.225806451612903, ""Alcohol  (g)"": 0.0, ""Fructose  (g)"": 0.43010752688172044, ""Glucose  (g)"": 0.43010752688172044, ""Sucrose (g)"": 2.043010752688172, ""Maltose  (g)"": 0.0, ""Lactose  (g)"": 0.0, ""Total sugars (g)"": 2.903225806451613, ""Added sugars (g)"": 0.0, ""Free sugars  (g)"": 0.0, ""Starch  (g)"": 0.3225806451612903, ""Inulin  (g)"": 3.225806451612903, ""Raffinose  (g)"": 8.064516129032258, ""Available carbohydrate, without sugar alcohols  (g)"": 11.29032258064516, ""Available carbohydrate, with sugar alcohols  (g)"": 11.29032258064516, ""Citric acid  (g)"": 0.10752688172043011, ""Lactic acid  (g)"": 0.0, ""Malic acid  (g)"": 0.5376344086021506, ""Oxalic acid  (g)"": 0.0, ""Quinic acid  (g)"": 0.0, ""Calcium (Ca)  (mg)"": 21.50537634408602, ""Iodine (I)  (ug)"": 0.0, ""Iron (Fe)  (mg)"": 0.967741935483871, ""Magnesium (Mg)  (mg)"": 11.827956989247312, ""Phosphorus (P)  (mg)"": 83.87096774193549, ""Potassium (K)  (mg)"": 559.1397849462365, ""Selenium (Se)  (ug)"": 0.7526881720430108, ""Sodium (Na)  (mg)"": 5.376344086021505, ""Zinc (Zn)  (mg)"": 0.3225806451612903, ""Retinol (preformed vitamin A)  (ug)"": 0.0, ""Alpha-carotene  (ug)"": 0.0, ""Beta-carotene  (ug)"": 21.50537634408602, ""Cryptoxanthin  (ug)"": 0.0, ""Beta-carotene equivalents (provitamin A)  (ug)"": 21.50537634408602, ""Vitamin A retinol equivalents  (ug)"": 3.225806451612903, ""Thiamin (B1)  (mg)"": 0.0967741935483871, ""Riboflavin (B2)  (mg)"": 0.08602150537634409, ""Niacin (B3)  (mg)"": 0.967741935483871, ""Niacin derived from tryptophan  (mg)"": 0.25806451612903225, ""Niacin derived equivalents  (mg)"": 1.225806451612903, ""Pyridoxine (B6)  (mg)"": 0.08602150537634409, ""Cobalamin (B12)  (ug)"": 0.0, ""Folate, natural  (ug)"": 13.978494623655912, ""Folic acid  (ug)"": 0.0, ""Total folates  (ug)"": 13.978494623655912, ""Dietary folate equivalents  (ug)"": 13.978494623655912, ""Vitamin C  (mg)"": 7.526881720430108, ""Cholecalciferol (D3)  (ug)"": 0.0, ""Ergocalciferol (D2)  (ug)"": 0.0, ""25-hydroxy cholecalciferol (25-OH D3)  (ug)"": 0.0, ""25-hydroxy ergocalciferol (25-OH D2)  (ug)"": 0.0, ""Vitamin D3 equivalents  (ug)"": 0.0, ""Alpha tocopherol  (mg)"": 0.21505376344086022, ""Vitamin E  (mg)"": 0.20430107526881722, ""C16 (%T)"": 0.0, ""Total saturated fatty acids, equated (%T)"": 0.0, ""C18:1 (%T)"": 0.0, ""Total monounsaturated fatty acids, equated (%T)"": 0.0, ""C18:2w6 (%T)"": 0.0, ""C18:3w3 (%T)"": 0.0, ""C20:5w3 (%T)"": 0.0, ""C22:5w3 (%T)"": 0.0, ""C22:6w3 (%T)"": 0.0, ""Total polyunsaturated fatty acids, equated (%T)"": 0.0, ""Total long chain omega 3 fatty acids, equated  (%T)"": 0.0, ""Total trans fatty acids, imputed  (%T)"": 0.0, ""C16 (g)"": 0.0, ""Total saturated fatty acids, equated  (g)"": 0.0, ""C18:1 (g)"": 0.0, ""Total monounsaturated fatty acids, equated  (g)"": 0.0, ""C18:2w6 (g)"": 0.0, ""C18:3w3 (g)"": 0.0, ""C20:5w3 (mg)"": 0.0, ""C22:5w3 (mg)"": 0.0, ""C22:6w3 (mg)"": 0.0, ""Total polyunsaturated fatty acids, equated  (g)"": 0.0, ""Total long chain omega 3 fatty acids, equated  (mg)"": 0.0, ""Total trans fatty acids, imputed  (mg)"": 0.0, ""Caffeine  (mg)"": 0.0, ""Cholesterol  (mg)"": 0.0, ""Tryptophan  (mg/gN)"": 44.086021505376344, ""Tryptophan  (mg)"": 15.053763440860216}"
