public_food_key,food_name,sheet,is_liquid_sheet,classification,energy_with_dietary_fibre_equated_kj,energy_without_dietary_fibre_equated_kj,moisture_water_g,protein_g,nitrogen_g,fat_total_g,ash_g,total_dietary_fibre_g,alcohol_g,total_sugars_g,added_sugars_g,free_sugars_g,starch_g,available_carbohydrate_without_sugar_alcohols_g,available_carbohydrate_with_sugar_alcohols_g,calcium_ca_mg,iodine_i_ug,iron_fe_mg,magnesium_mg_mg,phosphorus_p_mg,potassium_k_mg,selenium_se_ug,sodium_na_mg,zinc_zn_mg,retinol_preformed_vitamin_a_ug,betacarotene_ug,betacarotene_equivalents_provitamin_a_ug,vitamin_a_retinol_equivalents_ug,thiamin_b1_mg,riboflavin_b2_mg,niacin_b3_mg,niacin_derived_from_tryptophan_mg,niacin_derived_equivalents_mg,pyridoxine_b6_mg,cobalamin_b12_ug,folate_natural_ug,folic_acid_ug,total_folates_ug,dietary_folate_equivalents_ug,vitamin_c_mg,cholecalciferol_d3_ug,ergocalciferol_d2_ug,25hydroxy_cholecalciferol_25oh_d3_ug,25hydroxy_ergocalciferol_25oh_d2_ug,vitamin_d3_equivalents_ug,alpha_tocopherol_mg,vitamin_e_mg,total_saturated_fatty_acids_equated_percentt,total_monounsaturated_fatty_acids_equated_percentt,c182w6_percentt,c183w3_percentt,c205w3_percentt,c225w3_percentt,c226w3_percentt,total_polyunsaturated_fatty_acids_equated_percentt,total_long_chain_omega_3_fatty_acids_equated_percentt,total_trans_fatty_acids_imputed_percentt,total_saturated_fatty_acids_equated_g,total_monounsaturated_fatty_acids_equated_g,c182w6_g,c183w3_g,c205w3_mg,c225w3_mg,c226w3_mg,total_polyunsaturated_fatty_acids_equated_g,total_long_chain_omega_3_fatty_acids_equated_mg,total_trans_fatty_acids_imputed_mg,caffeine_mg,cholesterol_mg,tryptophan_mggn,tryptophan_mg,fructose_g,glucose_g,sucrose_g,maltose_g,lactose_g,chloride_cl_mg,copper_cu_mg,fluoride_f_ug,manganese_mn_mg,sulphur_s_mg,alphacarotene_ug,cryptoxanthin_ug,c10_percentt,c12_percentt,c14_percentt,c15_percentt,c16_percentt,c17_percentt,c18_percentt,c20_percentt,c22_percentt,c24_percentt,c151_percentt,c161_percentt,c171_percentt,c181_percentt,c201_percentt,c221_percentt,c203w3_percentt,c204w6_percentt,c10_g,c12_g,c14_g,c15_g,c16_g,c17_g,c18_g,c20_g,c22_g,c24_g,c151_g,c161_g,c171_g,c181_g,c201_g,c221_g,c203w3_mg,c204w6_mg,galactose_g,chromium_cr_ug,molybdenum_mo_ug,nickel_ni_ug,pantothenic_acid_b5_mg,biotin_b7_ug,c6_percentt,c8_percentt,c6_g,c8_g,citric_acid_g,lactic_acid_g,malic_acid_g,quinic_acid_g,c4_percentt,c141_percentt,c241_percentt,c183w6_percentt,c202w6_percentt,c203w6_percentt,c224w6_percentt,c4_g,c141_g,c241_g,c183w6_mg,c202w6_mg,c203w6_mg,c224w6_mg,dextrin_g,alanine_mggn,arginine_mggn,aspartic_acid_mggn,cystine_plus_cysteine_mggn,glutamic_acid_mggn,glycine_mggn,histidine_mggn,isoleucine_mggn,leucine_mggn,lysine_mggn,methionine_mggn,phenylalanine_mggn,proline_mggn,serine_mggn,threonine_mggn,tyrosine_mggn,valine_mggn,alanine_mg,arginine_mg,aspartic_acid_mg,cystine_plus_cysteine_mg,glutamic_acid_mg,glycine_mg,histidine_mg,isoleucine_mg,leucine_mg,lysine_mg,methionine_mg,phenylalanine_mg,proline_mg,serine_mg,threonine_mg,tyrosine_mg,valine_mg,maltotrios_g,maltodextrin_g,acetic_acid_g,succinic_acid_g,tartaric_acid_g,aluminium_al_ug,antimony_sb_ug,arsenic_as_ug,cadmium_cd_ug,lead_pb_ug,mercury_hg_ug,tin_sn_ug,beta_tocopherol_mg,delta_tocopherol_mg,gamma_tocopherol_mg,propionic_acid_g,c221w11_percentt,c184w3_percentt,c222w6_percentt,c221w11_mg,c184w3_mg,c222w6_mg,oxalic_acid_g,xanthophyl_ug,cobalt_co_ug,resistant_starch_g,c11_percentt,c13_percentt,c21_percentt,c23_percentt,c11_g,c13_g,c21_g,c23_g,c19_percentt,c19_g,total_undifferentiated_fatty_acids_percentt,total_undifferentiated_fatty_acids_mass_basis_basis_mg,alpha_tocotrienol_mg,beta_tocotrienol_mg,delta_tocotrienol_mg,gamma_tocotrienol_mg,inulin_g,lutein_ug,lycopene_ug,raffinose_g,stachyose_g,sorbitol_g,shikimic_acid_g,mannitol_g,c204_percentt,c204_g,oligosaccharides_g,glycogen_g,c121_percentt,c162w4_percentt,c163_percentt,c183w4_percentt,c184w1_percentt,c202_percentt,c203_percentt,c204w3_percentt,c215w3_percentt,c222_percentt,c225w6_percentt,c121_g,c162w4_mg,c163_g,c183w4_g,c184w1_g,c202_mg,c203_mg,c204w3_mg,c215w3_g,c222_g,c225w6_g,c122_percentt,c122_g,glycerol_g,erythritol_g,maltitol_g,xylitol_g,polydextrose_g,fumaric_acid_g
F008272,"Slice, brownie, chocolate, with nuts, homemade",All solids & liquids per 100g,True,13306.0,1922.0,1906.0,10.5,6.5,1.14,25.3,1.7,1.9,0.0,35.8,34.8,34.8,16.8,52.7,52.7,30.0,12.3,1.71,42.0,118.0,239.0,7.6,510.0,0.84,124.0,22.0,22.0,128.0,0.077,0.094,0.61,1.47,2.11,0.06,0.2,23.0,0.0,23.0,23.0,0.0,0.4,0.0,0.1,0.0,1.07,0.7,0.86,,,,,,,,,,,12.76,5.22,4.47,0.7,0.05,1.63,9.36,5.2,11.044,411.86,4.0,112.0,,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F008273,"Slice, brownie, chocolate, without nuts, commercial",All solids & liquids per 100g,True,13306.0,1735.0,1714.0,13.3,7.1,1.14,23.1,1.3,2.6,0.0,36.3,35.9,35.9,9.3,45.6,45.6,39.0,7.7,1.57,31.0,133.0,217.0,6.6,130.0,0.49,12.0,0.0,0.0,12.0,0.097,0.06,0.16,0.89,1.04,0.06,0.3,22.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.84,58.8,30.3,7.9,1.9,0.0,0.0,0.0,9.8,0.0,0.7,12.98,6.69,1.74,0.42,0.0,0.0,0.0,2.16,0.0,154.58,4.0,24.0,46.0,52.0,0.2,0.4,35.0,0.0,0.7,,,,,,,,1.6,18.6,7.9,0.0,22.1,0.0,6.4,0.3,0.1,0.0,,0.1,0.0,29.9,0.3,0.0,0.0,0.0,0.35,4.11,1.74,0.0,4.88,0.0,1.41,0.07,0.02,0.0,,0.02,0.0,6.6,0.07,0.0,0.0,0.0,,,,,,,0.1,1.7,0.02,0.38,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F008278,"Slice, caramel",All solids & liquids per 100g,True,13306.0,1849.0,1842.0,15.1,5.3,0.89,24.4,1.6,0.8,0.0,41.8,37.7,37.7,10.6,52.4,52.4,141.0,16.8,1.16,37.0,146.0,296.0,5.4,193.0,0.77,116.0,35.0,35.0,122.0,0.053,0.256,0.66,1.18,1.85,0.03,0.1,4.0,0.0,4.0,4.0,0.0,0.2,0.0,0.0,0.0,0.21,0.4,0.46,,,,,,,,,,,16.77,5.12,0.46,0.13,0.0,2.69,0.0,0.59,2.687,481.8,8.0,41.0,,70.0,1.4,1.6,34.2,0.2,4.5,,0.182,,0.402,,,,,,,,,,,,,,,,,,,,,,,,,,6.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F008358,"Snapper, fillet, baked, no added fat",All solids & liquids per 100g,True,15101.0,554.0,554.0,68.6,27.8,4.45,2.2,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,52.0,0.41,44.0,475.0,615.0,47.9,116.0,0.96,6.0,0.0,0.0,6.0,0.148,0.065,6.9,4.92,12.18,0.34,3.1,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.1,0.0,2.59,0.8,0.82,,,,,,,,,,,0.64,0.44,0.02,0.01,56.77,41.42,265.42,0.45,363.616,30.53,0.0,84.0,,289.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,479.45,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.05,0.01,0.42,0.02,0.13,0.0,0.0,0.0,0.0,0.12,0.0,0.31,0.01,0.0,0.0,64.44,,,,,0.55,4.9,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,1674.0,1732.0,2644.0,312.0,3847.0,1482.0,708.0,1478.0,2150.0,2529.0,832.0,1104.0,806.0,1251.0,1505.0,939.0,1647.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F008359,"Snapper, fillet, raw",All solids & liquids per 100g,True,15101.0,404.0,404.0,77.0,20.3,3.25,1.6,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,40.0,0.3,32.0,347.0,449.0,35.0,85.0,0.7,5.0,0.0,0.0,5.0,0.12,0.05,5.3,3.59,8.89,0.28,2.5,0.0,0.0,0.0,0.0,1.0,1.6,0.0,0.1,0.0,2.1,0.6,0.6,41.4,28.9,1.1,0.4,3.7,2.7,17.3,29.4,23.7,2.0,0.46,0.32,0.01,0.0,41.44,30.24,193.76,0.33,265.44,22.29,0.0,61.0,65.0,211.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,0.0,,0.0,0.0,0.0,0.0,3.2,0.8,27.4,1.0,8.7,0.3,0.0,0.0,0.0,8.1,0.0,20.0,0.8,0.0,0.0,4.2,0.0,0.0,0.04,0.01,0.31,0.01,0.1,0.0,0.0,0.0,0.0,0.09,0.0,0.22,0.01,0.0,0.0,47.04,,,,,0.4,3.6,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,,376.0,389.0,594.0,70.0,864.0,333.0,159.0,332.0,483.0,568.0,187.0,248.0,181.0,281.0,338.0,211.0,370.0,1222.0,1264.0,1930.0,228.0,2808.0,1082.0,517.0,1079.0,1570.0,1846.0,608.0,806.0,588.0,913.0,1098.0,686.0,1202.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F008360,"Snapper, fillet, steamed, no added fat",All solids & liquids per 100g,True,15101.0,554.0,554.0,68.6,27.8,4.45,2.2,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,41.1,0.33,35.0,380.0,492.0,38.4,93.0,0.77,6.0,0.0,0.0,6.0,0.148,0.068,6.9,4.92,12.18,0.34,3.2,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.1,0.0,2.59,0.8,0.82,,,,,,,,,,,0.64,0.44,0.02,0.01,56.77,41.42,265.42,0.45,363.616,30.53,0.0,84.0,,289.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,479.45,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.05,0.01,0.42,0.02,0.13,0.0,0.0,0.0,0.0,0.12,0.0,0.31,0.01,0.0,0.0,64.44,,,,,0.55,4.9,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,1674.0,1732.0,2644.0,312.0,3847.0,1482.0,708.0,1478.0,2150.0,2529.0,832.0,1104.0,806.0,1251.0,1505.0,939.0,1647.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F008371,"Snow pea, fresh, boiled, drained",All solids & liquids per 100g,True,24501.0,169.0,147.0,87.3,3.2,0.52,0.2,0.4,2.8,0.0,3.1,0.0,0.0,1.9,5.0,5.0,26.0,0.0,0.92,37.0,39.0,406.0,0.0,1.0,0.61,0.0,247.0,259.0,43.0,0.009,0.087,0.82,0.55,1.52,0.06,0.0,10.0,0.0,10.0,10.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,32.0,0.2,2.6,0.3,0.0,0.0,54.0,0.064,0.0,0.344,,5.0,19.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,0.16,5.8,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F008372,"Snow pea, fresh, fried, no added fat",All solids & liquids per 100g,True,24501.0,196.0,170.0,85.2,3.8,0.6,0.2,0.5,3.2,0.0,3.6,0.0,0.0,2.2,5.9,5.9,31.0,0.0,1.12,45.0,50.0,525.0,0.0,1.0,0.75,0.0,287.0,301.0,50.0,0.011,0.107,1.07,0.64,1.77,0.1,0.0,14.0,0.0,14.0,14.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,38.0,0.2,3.0,0.4,0.0,0.0,62.0,0.075,0.0,0.4,,6.0,22.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,0.19,6.8,,,,,0.1,0.0,0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F008373,"Snow pea, fresh, raw",All solids & liquids per 100g,True,24501.0,157.0,136.0,88.2,3.0,0.48,0.2,0.4,2.6,0.0,2.9,0.0,0.0,1.8,4.7,4.7,25.0,0.0,0.9,36.0,40.0,420.0,0.0,1.0,0.6,0.0,255.0,268.0,44.0,0.01,0.09,0.9,0.51,1.41,0.08,0.0,14.0,0.0,14.0,14.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,30.0,0.2,2.4,0.3,0.0,0.0,50.0,0.06,0.0,0.32,,5.0,20.0,,,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,0.15,5.4,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F008377,"Water, soda",All solids & liquids per 100g,True,11702.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.035,80.25,0.307,3.0,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,9.1,,0.2,0.0,0.6,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F008402,"Soft drink, cola flavour",All solids & liquids per 100g,True,11503.0,206.0,206.0,89.4,0.0,0.0,0.2,0.1,0.0,0.0,12.3,12.3,12.3,0.0,12.3,12.3,1.0,0.8,0.0,0.0,10.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,3.0,3.0,6.3,0.0,0.0,13.0,0.0,58.0,0.0,8.0,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F008403,"Soft drink, cola flavour, decaffeinated",All solids & liquids per 100g,True,11503.0,206.0,206.0,89.4,0.0,0.0,0.2,0.1,0.0,0.0,12.3,12.3,12.3,0.0,12.3,12.3,1.0,0.8,0.0,0.0,10.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,6.3,0.0,0.0,13.0,0.0,58.0,0.0,8.0,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F008404,"Soft drink, cola flavour, intense sweetened or diet",All solids & liquids per 100g,True,11504.0,0.0,0.0,99.9,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,0.0,0.0,10.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F008405,"Soft drink, cola flavour, intense sweetened or diet, decaffeinated",All solids & liquids per 100g,True,11504.0,0.0,0.0,99.9,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,0.0,0.0,10.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F008421,"Soft drink, energy drink, Red Bull",All solids & liquids per 100g,True,11603.0,182.0,182.0,88.3,0.1,0.01,0.0,0.3,0.0,0.0,10.8,10.8,10.8,0.0,10.8,10.8,9.0,0.0,0.0,0.0,10.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.063,8.08,0.0,8.08,2.27,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,1.8,3.6,5.4,0.0,0.0,,0.0,,0.0,,0.0,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,0.0,0.0,0.0,,1.91,,,,,,0.8,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,20.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F008424,"Soft drink, energy drink, V",All solids & liquids per 100g,True,11603.0,182.0,182.0,88.3,0.1,0.01,0.0,0.3,0.0,0.0,10.8,10.8,10.8,0.0,10.8,10.8,9.0,0.0,0.0,0.0,10.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,7.6,0.0,7.6,2.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,1.8,3.6,5.4,0.0,0.0,,0.0,,0.0,,0.0,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,0.0,0.0,0.0,,3.2,,,,,,0.8,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,20.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F008438,"Soft drink, fruit flavours",All solids & liquids per 100g,True,11501.0,142.0,142.0,91.0,0.0,0.0,0.0,0.1,0.0,0.0,8.8,8.3,8.3,0.0,8.8,8.8,2.0,1.7,0.0,0.0,0.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.9,0.0,0.0,,,,,,,0.0,,,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,,,,,,,0.1,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F008439,"Soft drink, fruit flavours, intense sweetened or diet",All solids & liquids per 100g,True,11502.0,1.0,1.0,100.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.7,0.0,0.0,0.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,0.0,0.0,0.0,,,,,,,0.1,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F008460,"Soft drink, tonic water",All solids & liquids per 100g,True,11501.0,142.0,142.0,91.1,0.0,0.0,0.0,0.1,0.0,0.0,8.8,8.8,8.8,0.0,8.8,8.8,1.0,0.7,0.01,0.0,0.0,0.0,0.0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,0.1,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
